6 14 -11.4818 -2.6    -24.18096474
6 15 -11.4818 -2.5    -24.18101086
6 16 -11.4818 -2.4    -24.18106934
6 17 -11.4818 -2.3    -24.18114355
6 18 -11.4818 -2.2    -24.18123778
6 19 -11.4818 -2.1    -24.18135749
6 20 -11.4818 -2     -24.1815096
6 21 -11.4818 -1.9    -24.18170289
6 22 -11.4818 -1.8    -24.18194848
6 23 -11.4818 -1.7    -24.18226037
6 24 -11.4818 -1.6    -24.18265616
6 25 -11.4818 -1.5    -24.18315783
6 26 -11.4818 -1.4    -24.18379253
6 27 -11.4818 -1.3    -24.18459337
6 28 -11.4818 -1.2    -24.18559974
6 29 -11.4818 -1.1    -24.18685709
6 30 -11.4818 -1    -24.18841533
6 31 -11.4818 -0.9    -24.19032546
6 32 -11.4818 -0.8     -24.1926338
6 33 -11.4818 -0.7    -24.19537369
6 34 -11.4818 -0.6    -24.19855555
6 35 -11.4818 -0.5    -24.20215728
6 36 -11.4818 -0.4    -24.20611816
6 37 -11.4818 -0.3    -24.21033923
6 38 -11.4818 -0.2      -24.214692
6 39 -11.4818 -0.1    -24.21903414
6 40 -11.4818 0    -24.22322826
6 41 -11.4818 0.1     -24.2271586
6 42 -11.4818 0.2    -24.23074171
6 43 -11.4818 0.3    -24.23392972
6 44 -11.4818 0.4    -24.23670725
6 45 -11.4818 0.5    -24.23908464
6 46 -11.4818 0.6     -24.2410898
6 47 -11.4818 0.7    -24.24276073
6 48 -11.4818 0.8    -24.24413962
6 49 -11.4818 0.9     -24.2452686
6 50 -11.4818 1     -24.2461872
6 51 -11.4818 1.1    -24.24693088
6 52 -11.4818 1.2    -24.24753059
6 53 -11.4818 1.3    -24.24801266
6 54 -11.4818 1.4    -24.24839922
6 55 -11.4818 1.5    -24.24870858
6 56 -11.4818 1.6    -24.24895577
6 57 -11.4818 1.7    -24.24915305
6 58 -11.4818 1.8    -24.24931034
6 59 -11.4818 1.9    -24.24943564
6 60 -11.4818 2    -24.24953541
6 61 -11.4818 2.1    -24.24961481
6 62 -11.4818 2.2    -24.24967797
6 63 -11.4818 2.3    -24.24972819
6 64 -11.4818 2.4    -24.24976813
6 65 -11.4818 2.5    -24.24979988
6 66 -11.4818 2.6    -24.24982511
6 67 -11.4818 2.7    -24.24984516
6 68 -11.4818 2.8     -24.2498611
6 69 -11.4818 2.9    -24.24987376
6 70 -11.4818 3    -24.24988382
6 71 -11.4818 3.1    -24.24989182
6 72 -11.4818 3.2    -24.24989817
6 73 -11.4818 3.3    -24.24990322
6 74 -11.4818 3.4    -24.24990724
6 75 -11.4818 3.5    -24.24991043
6 76 -11.4818 3.6    -24.24991298
6 77 -11.4818 3.7      -24.249915
6 78 -11.4818 3.8    -24.24991662
6 79 -11.4818 3.9    -24.24991792
6 80 -11.4818 4    -24.24991896
7 0 -11.3955 -4    -24.18079696
7 1 -11.3955 -3.9    -24.18079873
7 2 -11.3955 -3.8    -24.18080096
7 3 -11.3955 -3.7    -24.18080376
7 4 -11.3955 -3.6     -24.1808073
7 5 -11.3955 -3.5    -24.18081175
7 6 -11.3955 -3.4    -24.18081737
7 7 -11.3955 -3.3    -24.18082445
7 8 -11.3955 -3.2    -24.18083338
7 9 -11.3955 -3.1    -24.18084465
7 10 -11.3955 -3    -24.18085889
7 11 -11.3955 -2.9    -24.18087686
7 12 -11.3955 -2.8    -24.18089959
7 13 -11.3955 -2.7    -24.18092834
7 14 -11.3955 -2.6    -24.18096474
7 15 -11.3955 -2.5    -24.18101086
7 16 -11.3955 -2.4    -24.18106934
7 17 -11.3955 -2.3    -24.18114355
7 18 -11.3955 -2.2    -24.18123778
7 19 -11.3955 -2.1    -24.18135749
7 20 -11.3955 -2     -24.1815096
7 21 -11.3955 -1.9    -24.18170289
7 22 -11.3955 -1.8    -24.18194848
7 23 -11.3955 -1.7    -24.18226037
7 24 -11.3955 -1.6    -24.18265616
7 25 -11.3955 -1.5    -24.18315783
7 26 -11.3955 -1.4    -24.18379253
7 27 -11.3955 -1.3    -24.18459337
7 28 -11.3955 -1.2    -24.18559974
7 29 -11.3955 -1.1    -24.18685709
7 30 -11.3955 -1    -24.18841533
7 31 -11.3955 -0.9    -24.19032546
7 32 -11.3955 -0.8     -24.1926338
7 33 -11.3955 -0.7    -24.19537369
7 34 -11.3955 -0.6    -24.19855555
7 35 -11.3955 -0.5    -24.20215728
7 36 -11.3955 -0.4    -24.20611816
7 37 -11.3955 -0.3    -24.21033923
7 38 -11.3955 -0.2      -24.214692
7 39 -11.3955 -0.1    -24.21903414
7 40 -11.3955 0    -24.22322826
7 41 -11.3955 0.1     -24.2271586
7 42 -11.3955 0.2    -24.23074171
7 43 -11.3955 0.3    -24.23392972
7 44 -11.3955 0.4    -24.23670725
7 45 -11.3955 0.5    -24.23908464
7 46 -11.3955 0.6     -24.2410898
7 47 -11.3955 0.7    -24.24276073
7 48 -11.3955 0.8    -24.24413962
7 49 -11.3955 0.9     -24.2452686
7 50 -11.3955 1     -24.2461872
7 51 -11.3955 1.1    -24.24693088
7 52 -11.3955 1.2    -24.24753059
7 53 -11.3955 1.3    -24.24801266
7 54 -11.3955 1.4    -24.24839922
7 55 -11.3955 1.5    -24.24870858
7 56 -11.3955 1.6    -24.24895577
7 57 -11.3955 1.7    -24.24915305
7 58 -11.3955 1.8    -24.24931034
7 59 -11.3955 1.9    -24.24943564
7 60 -11.3955 2    -24.24953541
7 61 -11.3955 2.1    -24.24961481
7 62 -11.3955 2.2    -24.24967797
7 63 -11.3955 2.3     -24.2497282
7 64 -11.3955 2.4    -24.24976813
7 65 -11.3955 2.5    -24.24979988
7 66 -11.3955 2.6    -24.24982511
7 67 -11.3955 2.7    -24.24984516
7 68 -11.3955 2.8     -24.2498611
7 69 -11.3955 2.9    -24.24987376
7 70 -11.3955 3    -24.24988383
7 71 -11.3955 3.1    -24.24989182
7 72 -11.3955 3.2    -24.24989818
7 73 -11.3955 3.3    -24.24990323
7 74 -11.3955 3.4    -24.24990725
7 75 -11.3955 3.5    -24.24991045
7 76 -11.3955 3.6    -24.24991299
7 77 -11.3955 3.7    -24.24991502
7 78 -11.3955 3.8    -24.24991665
7 79 -11.3955 3.9    -24.24991795
7 80 -11.3955 4      -24.249919
8 0 -11.3091 -4    -24.18079696
8 1 -11.3091 -3.9    -24.18079873
8 2 -11.3091 -3.8    -24.18080096
8 3 -11.3091 -3.7    -24.18080376
8 4 -11.3091 -3.6     -24.1808073
8 5 -11.3091 -3.5    -24.18081175
8 6 -11.3091 -3.4    -24.18081737
8 7 -11.3091 -3.3    -24.18082445
8 8 -11.3091 -3.2    -24.18083338
8 9 -11.3091 -3.1    -24.18084465
8 10 -11.3091 -3    -24.18085889
8 11 -11.3091 -2.9    -24.18087686
8 12 -11.3091 -2.8    -24.18089959
8 13 -11.3091 -2.7    -24.18092834
8 14 -11.3091 -2.6    -24.18096474
8 15 -11.3091 -2.5    -24.18101086
8 16 -11.3091 -2.4    -24.18106934
8 17 -11.3091 -2.3    -24.18114355
8 18 -11.3091 -2.2    -24.18123778
8 19 -11.3091 -2.1    -24.18135749
8 20 -11.3091 -2     -24.1815096
